id,timestamp,ip,endpoint,service,method,user_agent,payload_summary,is_canary,attempt_count_1min,rule_triggered,risk_level
b134c5b9-b3a2-4ebe-bcee-140fa8a6d4be,2025-11-28T21:27:48.788892,212.62.97.37,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",login_user:Hessah777,0,9,Suspicious Activity,Medium
5996a3c3-a977-4982-bb38-e7a8a2a85128,2025-11-28T21:27:49.817524,212.62.97.37,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",login_user:Hessah777,0,10,Suspicious Activity,Medium
bed2e56f-b241-4e2d-96aa-89923a115806,2025-11-28T21:27:50.937869,212.62.97.37,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",login_user:Hessah777,0,11,Suspicious Activity,Medium
9593cc87-b9ba-4e52-8ec4-40df64467ac7,2025-11-28T21:27:51.970947,212.62.97.37,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",login_user:Hessah777,0,12,Suspicious Activity,Medium
5704393a-7f8f-4171-a5a5-32c9bd2318b3,2025-11-28T21:27:53.091273,212.62.97.37,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",login_user:Hessah777,0,13,Suspicious Activity,Medium
d630ca41-7def-4d9f-890e-5bd7eabc25a4,2025-11-28T21:27:54.051337,212.62.97.37,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",login_user:Hessah777,0,14,Suspicious Activity,Medium
bfceeb6b-236a-4270-b416-0a45922205de,2025-11-28T21:27:55.117403,212.62.97.37,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",login_user:Hessah777,0,15,Suspicious Activity,Medium
a28d5083-859d-41f3-8f12-31bf88bc0687,2025-11-28T21:27:55.532827,212.62.97.37,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",login_user:Hessah777,0,16,Brute Force - IP BLOCKED 3m,High
da456ebd-704a-499f-8da6-5ac2873f6318,2025-11-29T00:43:48.828555,127.0.0.1,/config,Canary File Trap,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",suspicious_file_probing,1,1,Canary Trap - IP BLOCKED 10m,Critical
6b922074-1bbc-4d29-86d6-dc5066e55a54,2025-11-30T01:13:37.656606,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,1,Normal Access,Low
ce735251-421a-46ed-ac6b-5001181a6916,2025-11-30T01:13:38.682697,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,2,Normal Access,Low
bc017161-4033-475c-9796-5fda7fcc105c,2025-11-30T01:13:39.258608,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,3,Normal Access,Low
7311eb4f-8b72-4df3-a7e7-39a99434426e,2025-11-30T01:13:39.702745,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,4,Normal Access,Low
569b9472-d93e-4eca-98fe-282d04559c7d,2025-11-30T01:13:40.230158,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,5,Normal Access,Low
c78ecc2d-c367-418b-a41f-2f2f64b8a6fb,2025-11-30T01:13:40.694762,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,6,Normal Access,Low
a58632e4-7e39-4c99-84b6-2bea23b5a4bb,2025-11-30T01:13:41.150854,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,7,Normal Access,Low
a4e2ebb5-521e-4a91-a160-1ea93f930dce,2025-11-30T01:13:41.564488,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,8,Normal Access,Low
e6f23474-c883-4c69-863c-16a211de4606,2025-11-30T01:13:41.973421,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,9,Suspicious Activity,Medium
98caa8de-7260-479c-b761-f42854def5de,2025-11-30T01:13:42.412091,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,10,Suspicious Activity,Medium
282d284a-5f3a-47ad-8c72-06a06e51620a,2025-11-30T01:13:42.834882,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,11,Suspicious Activity,Medium
ecf0a30f-2607-440e-9282-a9709fca6e7f,2025-11-30T01:13:43.221487,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,12,Suspicious Activity,Medium
67af0735-be2e-409a-b907-f76a031adbb2,2025-11-30T01:13:43.653372,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,13,Suspicious Activity,Medium
b36034de-3e0a-4cdb-b9b4-0b224fd020a1,2025-11-30T01:13:44.120782,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,14,Suspicious Activity,Medium
7abfe78a-1a77-4b00-979c-800278d325ab,2025-11-30T01:13:44.782777,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,15,Suspicious Activity,Medium
f1b7c612-caae-45d6-87de-4fb51ca43845,2025-11-30T01:13:45.430673,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,16,Brute Force - IP BLOCKED 3m,High
6d32d429-7804-4af8-aa24-f505c34a32e2,2025-11-30T01:14:06.804464,127.0.0.1,/verify,Verify Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",verify_nid_end:6465,0,17,Brute Force - IP BLOCKED 3m,High
13acf35a-4f5d-4d54-95d5-2c86481646d6,2025-11-30T01:14:41.685135,127.0.0.1,/verify,Verify Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",verify_nid_end:****,1,10,Canary Trap - IP BLOCKED 10m,Critical
13313373-1b5d-426f-8330-0c404fb0836f,2025-11-30T01:23:48.911350,127.0.0.1,/admin,Canary File Trap,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",suspicious_file_probing,1,1,Canary Trap - IP BLOCKED 10m,Critical
cbfbdba2-2adb-45f5-a70e-ce0b5a4ff485,2025-11-30T01:27:26.485487,2.90.8.174,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:678546,0,1,Normal Access,Low
a1d85992-c6fb-4560-957b-8c0bb1548983,2025-12-01T05:50:30.077489,127.0.0.1,/login,Login Service,POST,python-requests/2.32.5,login_user:test_user_bf,0,1,Suspicious Activity,Medium
cdd3d87e-2c1a-4c5d-a7e8-50a5da663101,2025-12-01T05:50:30.289617,127.0.0.1,/login,Login Service,POST,python-requests/2.32.5,login_user:test_user_bf,0,2,Suspicious Activity,Medium
